Entry	Protein names	Gene names	Gene names  (primary )	Cross-reference (GeneID)	Cross-reference (Ensembl)	Length	Mass	Status
P36095	Vacuolar protein-sorting-associated protein 24 (DOA4-independent degradation protein 3) (ESCRT-III complex subunit VPS24)	VPS24 DID3 YKL041W YKL254	VPS24	853825;		224	26,242	reviewed
Q05919	Vacuolar protein sorting-associated protein 38	VPS38 VPL17 YLR360W L8039.11	VPS38	851074;		439	50,860	reviewed
P23643	Vacuolar protein sorting-associated protein 3 (Vacuolar protein-targeting protein 17)	VPS3 VPT17 YDR495C D9719.1	VPS3	852106;		1011	116,922	reviewed
P36116	Vacuolar protein sorting-associated protein 51 (Apical bud growth protein 3)	VPS51 API3 VPS67 WHI6 YKR020W	VPS51	853890;		164	18,912	reviewed
P47111	Vacuolar protein sorting-associated protein 55	VPS55 YJR044C J1637	VPS55	853502;		140	15,664	reviewed
Q03390	Vacuolar protein-sorting-associated protein 60 (Charged multivesicular body protein 5)	VPS60 CHM5 MOS10 YDR486C	VPS60	852097;		229	25,862	reviewed
Q03388	Vacuolar protein sorting-associated protein 72 (SWR complex protein 2)	VPS72 SWC2 YDR485C	VPS72	852096;		795	90,580	reviewed
P40046	Vacuolar transporter chaperone 1 (Negative regulator of CDC42 protein 1) (Phosphate metabolism protein 4)	VTC1 NRF1 PHM4 YER072W	VTC1	856803;		129	14,371	reviewed
Q02725	Vacuolar transporter chaperone 3 (Phosphate metabolism protein 2)	VTC3 PHM2 YPL019C	VTC3	856088;		835	96,553	reviewed
P47075	Vacuolar transporter chaperone 4 (Phosphate metabolism protein 3)	VTC4 PHM3 YJL012C J1345	VTC4	853441;		721	83,155	reviewed
Q12215	Cell wall integrity and stress response component 3	WSC3 YOL105C HRE556	WSC3	854046;		556	58,230	reviewed
Q03785	Serine/threonine-protein kinase VHS1 (EC 2.7.11.1) (Viable in a HAL3 SIT4 background protein 1)	VHS1 YDR247W YD8419.14	VHS1	851834;		461	52,136	reviewed
Q05934	Vacuolar import and degradation protein 22	VID22 YLR373C	VID22	851088;		901	102,500	reviewed
P40547	Vacuolar import and degradation protein 28 (Glucose-induced degradation protein 5)	VID28 GID5 YIL017C	VID28	854795;		921	105,491	reviewed
Q04311	Protein VMS1 (VCP/CDC48-associated mitochondrial stress-responsive protein 1)	VMS1 YDR049W	VMS1	851618;		632	72,733	reviewed
P32319	Vacuolar protein sorting/targeting protein VPS10 (Carboxypeptidase Y receptor) (CPY receptor) (Carboxypeptidase Y-deficient protein 1) (Sortilin VPS10) (Vacuolar carboxypeptidase sorting receptor VPS10) (Vacuolar protein sorting-associated protein 10) (Vacuolar protein-targeting protein 1)	PEP1 VPS10 VPT1 YBL017C YBL03.22 YBL0302	PEP1	852264;		1579	177,777	reviewed
Q03308	Vacuolar protein sorting-associated protein 16 (Vacuolar morphogenesis protein 9) (Vacuolar protein-targeting protein 16)	VPS16 VAM9 VPT16 YPL045W	VPS16	856062;		798	92,741	reviewed
P40343	Vacuolar protein sorting-associated protein 27 (Golgi retention defective protein 11)	VPS27 DID7 GRD11 SSV17 VPL23 VPT27 YNR006W N2038	VPS27	855739;		622	70,974	reviewed
Q02767	Vacuolar protein sorting-associated protein 28 (ESCRT-I complex subunit VPS28)	VPS28 VPT28 YPL065W LPE5W	VPS28	856040;		242	27,702	reviewed
O13549	Uncharacterized protein VPS63	VPS63 YLR261C	VPS63	850965;		108	12,919	reviewed
Q03944	Vacuolar protein sorting-associated protein 64 (Factor arrest protein 9)	VPS64 FAR9 YDR200C YD9346.10C	VPS64	851781;		604	67,284	reviewed
P39702	Vacuolar protein sorting-associated protein 8 (Vacuolar protein-targeting protein 8)	VPS8 VPT8 YAL002W FUN15	VPS8	851261;		1274	144,962	reviewed
P54787	Vacuolar protein sorting-associated protein 9 (Vacuolar protein-targeting protein 9)	VPS9 VPT9 YML097C	VPS9	854876;		451	52,483	reviewed
P37370	Verprolin	VRP1 END5 MDP2 YLR337C L8300.13	VRP1	851051;		817	82,594	reviewed
P34761	Protein WHI3	WHI3 YNL197C N1382	WHI3	855524;		661	71,253	reviewed
P42826	Xylulose kinase (Xylulokinase) (EC 2.7.1.17)	XKS1 YGR194C G7584	XKS1	853108;		600	68,321	reviewed
P38784	Vacuolar ATPase assembly protein VMA22	VMA22 YHR060W	VMA22	856457;		181	21,078	reviewed
P52917	Vacuolar protein sorting-associated protein 4 (DOA4-independent degradation protein 6) (Protein END13) (Vacuolar protein-targeting protein 10)	VPS4 CSC1 DID6 END13 GRD13 VPL4 VPT10 YPR173C P9705.10	VPS4	856303;		437	48,172	reviewed
Q92331	Vacuolar protein sorting-associated protein 5 (Carboxypeptidase Y-deficient protein 10) (Vacuolar protein-targeting protein 5)	VPS5 GRD2 PEP10 VPT5 YOR069W YOR29-20	VPS5	854235;		675	76,484	reviewed
P47161	Vacuolar protein sorting-associated protein 70 (EC 3.4.-.-)	VPS70 YJR126C J2050	VPS70	853590;		811	92,018	reviewed
P53142	Vacuolar protein sorting-associated protein 73	VPS73 YGL104C G3090	VPS73	852774;		486	54,331	reviewed
P53853	Vacuolar protein sorting-associated protein 75	VPS75 YNL246W N0890	VPS75	855475;		264	30,615	reviewed
P38838	DNA-dependent metalloprotease WSS1 (EC 3.4.24.-) (DNA damage response protein WSS1) (SUMO-dependent isopeptidase WSS1) (Weak suppressor of SMT3 protein 1)	WSS1 YHR134W	WSS1	856536;		269	30,627	reviewed
Q12206	Transcriptional modulator WTM2	WTM2 YOR229W YOR50-19	WTM2	854404;		467	51,951	reviewed
P43582	WW domain-containing protein WWM1 (WW domain-containing protein interacting with metacaspase)	WWM1 YFL010C	WWM1	850538;		211	22,655	reviewed
P41806	Vacuolar ATPase assembly integral membrane protein VMA21	VMA21 YGR105W	VMA21	852997;		77	8,435	reviewed
P22543	Phosphatidylinositol 3-kinase VPS34 (PI3-kinase VPS34) (PI3K VPS34) (PtdIns-3-kinase VPS34) (EC 2.7.1.137) (Carboxypeptidase Y-deficient protein 15) (Vacuolar protein sorting-associated protein 34) (Vacuolar protein-targeting protein 29)	VPS34 END12 PEP15 VPL7 VPT29 YLR240W L9672.10	VPS34	850941;		875	100,921	reviewed
P47061	Vacuolar protein sorting-associated protein 53	VPS53 YJL029C J1258	VPS53	853423;		822	95,449	reviewed
Q04338	t-SNARE VTI1 (Qb-SNARE VTI1) (VPS10-interacting protein 1) (Vesicle transport v-SNARE protein VTI1)	VTI1 YMR197C YM9646.10C	VTI1	855237;		217	24,668	reviewed
Q03897	Maintenance of telomere capping protein 5 (SEH-associated protein 3)	MTC5 SEA3 YDR128W	MTC5	851706;		1148	130,946	reviewed
Q08924	Regulator of Ty1 transposition protein 10 (Endosomal recycling protein 2) (tRNA (guanosine(34)-2'-O)-methyltransferase non-catalytic subunit TRM734)	RTT10 ERE2 TRM734 YPL183C	RTT10	855919;		1013	114,461	reviewed
P47165	Xanthine phosphoribosyltransferase 1 (XPRT) (EC 2.4.2.-)	XPT1 YJR133W J2118	XPT1	853597;		209	23,671	reviewed
P33301	DNA repair protein XRS2	XRS2 YDR369C D9481.13	XRS2	851975;		854	96,365	reviewed
P32913	Vacuolar protein sorting-associated protein 17 (Carboxypeptidase Y-deficient protein 21)	VPS17 PEP21 YOR132W O3314 YOR3314W	VPS17	854300;		551	63,204	reviewed
P20795	Vacuolar protein sorting-associated protein 33 (Protein SLP1) (Vacuolar morphogenesis protein 5)	VPS33 SLP1 VAM5 YLR396C L8084.15	VPS33	851112;		691	79,271	reviewed
P34110	Vacuolar protein sorting-associated protein 35 (Vacuolar protein-targeting protein 7)	VPS35 VPT7 YJL154C J0580	VPS35	853287;		944	109,142	reviewed
P38959	Vacuolar protein sorting-associated protein 41 (Vacuolar morphogenesis protein 2)	VPS41 FET2 VAM2 YDR080W D446 YD8554.13	VPS41	851653;		992	113,412	reviewed
P53285	Vacuolar protein sorting-associated protein 62	VPS62 YGR141W	VPS62	853042;		467	54,515	reviewed
O13584	Putative uncharacterized protein VPS69	VPS69 YPR087W	VPS69			106	12,069	reviewed
P43585	Vacuolar transporter chaperone 2 (Phosphate metabolism protein 1)	VTC2 PHM1 YFL004W	VTC2	850544;		828	95,441	reviewed
P12611	Growth regulation protein	WHI2 YOR043W	WHI2	854208;		486	55,346	reviewed
P38739	Cell wall integrity and stress response component 4	WSC4 YHL028W	WSC4	856357;		605	63,808	reviewed
Q12363	Transcriptional modulator WTM1	WTM1 YOR230W YOR50-20	WTM1	854405;		437	48,383	reviewed
P33418	Exportin-T (Exportin(tRNA)) (Karyopherin-beta) (tRNA exportin)	LOS1 YKL205W	LOS1	853630;		1100	126,820	reviewed
P40438	VPS10 homolog 1 (Sortilin VTH1)	VTH1 YIL173W	VTH1	854634;		1549	174,428	reviewed
P40890	VPS10 homolog 2 (Sortilin VTH2)	VTH2 YJL222W HRC1549 J0213	VTH2	853233;		1549	174,402	reviewed
Q12416	G1-specific transcriptional repressor WHI5	WHI5 YOR083W YOR3116W	WHI5	854249;		295	32,901	reviewed
P40151	DNA-dependent ATPase MGS1 (Maintenance of genome stability protein 1)	MGS1 YNL218W N1302	MGS1	855503;		587	66,544	reviewed
P40489	Transcriptional repressor XBP1 (XhoI site-binding protein 1)	XBP1 YIL101C	XBP1	854706;		647	72,687	reviewed
P39102	DnaJ protein homolog XDJ1	XDJ1 YLR090W L9449.3	XDJ1	850779;		459	51,347	reviewed
P30822	Exportin-1 (Chromosome region maintenance protein 1) (Karyopherin-124)	CRM1 KAP124 XPO1 YGR218W G8514	CRM1	853133;		1084	124,104	reviewed
Q02792	5'-3' exoribonuclease 2 (EC 3.1.13.-) (Ribonucleic acid-trafficking protein 1) (p116)	RAT1 HKE1 TAP1 YOR048C	RAT1	854213;		1006	115,934	reviewed
P22147	5'-3' exoribonuclease 1 (EC 3.1.13.-) (DNA strand transfer protein beta) (STP-beta) (KAR(-)-enhancing mutation protein) (Strand exchange protein 1) (p175)	XRN1 DST2 KEM1 RAR5 SEP1 SKI1 YGL173C G1645	XRN1	852702;		1528	175,460	reviewed
Q07993	D-xylulose reductase (EC 1.1.1.9) (Xylitol dehydrogenase) (XDH)	XYL2 YLR070C	XYL2	850759;		356	38,600	reviewed
A0A023PYD0	Putative uncharacterized membrane protein YAL059C-A	YAL059C-A				140	15,823	reviewed
O13588	Putative uncharacterized protein YAL069W	YAL069W				104	11,336	reviewed
A0A023PYC6	Putative uncharacterized membrane protein YAL016C-A	YAL016C-A				104	11,223	reviewed
P39728	Uncharacterized protein YAL037W	YAL037W		851194;		267	30,457	reviewed
P39550	Putative uncharacterized protein YAR030C	YAR030C				113	13,288	reviewed
P14680	Dual specificity protein kinase YAK1 (EC 2.7.12.1)	YAK1 YJL141C J0652	YAK1	853300;		807	91,245	reviewed
P39557	Putative uncharacterized membrane protein YAR047C	YAR047C				106	12,897	reviewed
P24813	AP-1-like transcription activator YAP2 (Cadmium resistance protein 1) (Transcription factor CAD1)	CAD1 YAP2 YDR423C D9461.12	CAD1	852033;		409	45,752	reviewed
Q06596	AP-1-like transcription factor YAP8 (Arsenic compound resistance protein 1) (Arsenical-resistance protein ARR1)	ARR1 ACR1 YAP8 YPR199C P9677.15	ARR1	856329;		294	33,227	reviewed
P40574	AP-1-like transcription factor YAP5	YAP5 YIR018W	YAP5	854835;		245	28,386	reviewed
Q8TGU8	Uncharacterized protein YBL071C-B	YBL071C-B		1466440;		32	3,853	reviewed
P0C5L3	Putative uncharacterized protein YBR103C-A	YBR103C-A				47	5,603	reviewed
Q7M4S9	Uncharacterized protein YBL113C	YBL113C		852159;		792	86,976	reviewed
P0C5L4	Uncharacterized protein YBR121C-A	YBR121C-A				52	6,235	reviewed
Q8TGQ5	Putative uncharacterized protein YBR131C-A	YBR131C-A				29	3,679	reviewed
Q3E791	Uncharacterized protein YAL063C-A	YAL063C-A		1466427;		96	11,308	reviewed
O42831	Putative inosine-5'-monophosphate dehydrogenase-like protein YAR075W	YAR075W				157	17,003	reviewed
P0CX57	Transposon Ty1-A Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	TY1A-A YARCTy1-1 GAG YAR010C P9659.6d	TY1A-A	851269;856258;		440	49,072	reviewed
P47118	Uncharacterized protein YAE1	YAE1 YJR067C J1805	YAE1	853530;		141	16,076	reviewed
Q8TGK7	Putative UPF0320 protein YAL068W-A	YAL068W-A				84	9,656	reviewed
P39563	Uncharacterized protein YAR064W	YAR064W		851294;		99	11,139	reviewed
Q3E756	UPF0768 protein YBL029C-A	YBL029C-A		852251;		94	11,161	reviewed
P0C5L1	Putative uncharacterized protein YBL068W-A	YBL068W-A smORF19 SR12				78	9,173	reviewed
Q8TGU6	Uncharacterized protein YBR182C-A	YBR182C-A		1466446;		64	7,379	reviewed
Q2V2Q3	Putative uncharacterized protein YBR201C-A	YBR201C-A		3799967;		67	7,718	reviewed
Q3E781	Uncharacterized protein YBR221W-A	YBR221W-A		1466450;		34	4,086	reviewed
P38309	Putative uncharacterized protein YBR206W	YBR206W YBR1447				107	11,838	reviewed
P38321	Uncharacterized protein YBR225W	YBR225W YBR1522		852526;		900	101,236	reviewed
P38209	Putative uncharacterized protein YBL012C	YBL012C YBL0314				133	15,301	reviewed
P38185	Putative uncharacterized protein YBL071C	YBL071C YBL0615				102	11,540	reviewed
P38252	Putative uncharacterized protein YBR089W	YBR089W YBR0811A				199	22,094	reviewed
P38256	Uncharacterized protein YBR096W	YBR096W YBR0824		852393;		230	27,092	reviewed
P38269	Putative uncharacterized protein YBR124W	YBR124W YBR0920B				119	13,219	reviewed
P38109	Putative serine carboxypeptidase YBR139W (EC 3.4.16.-)	YBR139W YBR1015		852436;		508	57,639	reviewed
Q96VH3	Putative uncharacterized protein YCL021W-A	YCL021W-A		850338;		125	14,614	reviewed
P25571	Putative uncharacterized protein YCL041C	YCL041C YCL41C				164	19,050	reviewed
A0A023PXB0	Putative uncharacterized protein YAR019W-A	YAR019W-A				110	12,092	reviewed
Q3E741	Putative uncharacterized protein YAL037C-A	YAL037C-A		1466428;		30	3,447	reviewed
O13514	Putative uncharacterized protein YAL042C-A	YAL042C-A YAL043C-A				125	13,704	reviewed
P39566	Putative uncharacterized protein YAR070C	YAR070C				99	11,605	reviewed
P0C5L0	Putative uncharacterized protein YBR056C-B	YBR056C-B				52	5,740	reviewed
Q3E794	Uncharacterized protein YBR072C-A	YBR072C-A		1466444;		53	6,143	reviewed
Q12266	Transposon Ty1-BL Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	TY1A-BL YBLWTy1-1 GAG YBL005W-A YBL004W-B YBL0324	TY1A-BL	852279;		440	49,285	reviewed
Q12217	Transposon Ty1-BR Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	TY1A-BR YBRWTy1-2 GAG YBR012W-A YBR0206	TY1A-BR	852298;		440	49,067	reviewed
Q8TGQ4	Putative uncharacterized protein YBR141W-A	YBR141W-A				31	3,562	reviewed
Q12491	Transposon Ty2-B Gag-Pol polyprotein (TY2A-TY2B) (Transposon Ty2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA); Ty2 protease (PR) (EC 3.4.23.-); Integrase (IN); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4)]	TY2B-B YBLWTy2-1 POL YBL100W-B YBL0822 YBL101W-B	TY2B-B	852175;		1770	202,215	reviewed
Q3E820	Uncharacterized protein YBR196C-A	YBR196C-A		1466447;		49	6,255	reviewed
P38150	Inactive deaminase YBR284W	YBR284W YBR2021		852587;		797	92,904	reviewed
P38178	Putative uncharacterized protein YBL083C	YBL083C YBL0719				141	16,159	reviewed
P38173	Putative uncharacterized protein YBL094C	YBL094C YBL0836				110	12,079	reviewed
P38083	Uncharacterized protein YBR063C	YBR063C YBR0610		852356;		404	46,445	reviewed
P38275	Putative uncharacterized protein YBR134W	YBR134W YBR1010				133	15,524	reviewed
P38276	UPF0303 protein YBR137W	YBR137W YBR1013		852434;		179	20,454	reviewed
P87012	Putative pelota-like protein YCL001W-A	YCL001W-A		850355;		153	17,817	reviewed
Q8TGQ2	Putative uncharacterized protein YCR045W-A	YCR045W-A				116	12,711	reviewed
Q3E830	Uncharacterized protein YCR075W-A	YCR075W-A		1466399;		75	8,097	reviewed
Q3E7Z8	Uncharacterized protein YCR024C-B	YCR024C-B		1466398;		88	10,612	reviewed
P25563	Putative uncharacterized protein YCL023C	YCL023C YCL23C				115	13,531	reviewed
P25575	Putative uncharacterized protein YCL046W	YCL046W YCL46W				107	12,049	reviewed
P25620	Putative uncharacterized protein YCR022C	YCR022C YCR22C				114	13,176	reviewed
P25650	Putative uncharacterized protein YCR085W	YCR085W YCR85W				117	13,503	reviewed
Q12115	Putative uncharacterized protein YDL016C	YDL016C				100	11,371	reviewed
Q07355	Putative uncharacterized protein YDL050C	YDL050C				123	14,094	reviewed
Q03864	Putative uncharacterized protein YDR102C	YDR102C				110	12,700	reviewed
Q03856	Transposon Ty1-DR1 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	TY1A-DR1 YDRCTy1-1 GAG YDR098C-A YD8557.07c	TY1A-DR1	851675;		440	49,056	reviewed
Q12441	Transposon Ty1-DR3 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	TY1A-DR3 YDRCTy1-2 GAG YDR210C-C YD8142B.02c	TY1A-DR3	851795;		440	49,187	reviewed
O74302	Transposon Ty1-DR4 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	TY1A-DR4 YDRCTy1-3 GAG YDR261C-C	TY1A-DR4	851853;		440	49,009	reviewed
P0CX65	Transposon Ty1-DR5 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	TY1A-DR5 YDRWTy1-4 GAG YDR316W-A D9740.1a	TY1A-DR5	851913;853069;855071;856907;		440	49,129	reviewed
Q3E774	Uncharacterized protein YDL159W-A	YDL159W-A YDL159W-B		851395;		43	5,091	reviewed
Q12307	Putative uncharacterized protein YDL162C	YDL162C				118	13,734	reviewed
Q03983	Uncharacterized protein YDR179W-A	YDR179W-A YD9395.13		851760;		463	53,730	reviewed
Q07613	Putative uncharacterized protein YDL187C	YDL187C				109	12,806	reviewed
Q03483	Transposon Ty2-DR2 Gag polyprotein (TY2A) (TYA) (Transposon Ty2 protein A) [Cleaved into: Capsid protein (CA); Gag-p4]	TY2A-DR2 YDRWTy2-2 GAG YDR210W-A YD8142A.08	TY2A-DR2	851792;		438	49,835	reviewed
Q99303	Transposon Ty2-DR3 Gag polyprotein (TY2A) (TYA) (Transposon Ty2 protein A) [Cleaved into: Capsid protein (CA); Gag-p4]	TY2A-DR3 YDRWTy2-3 GAG YDR261W-A YD9320A.13	TY2A-DR3	851850;		438	49,724	reviewed
P0C5L9	Putative uncharacterized protein YDL247W-A	YDL247W-A				24	2,930	reviewed
P87283	Putative uncharacterized protein YDR274C	YDR274C D9954.4A				123	13,927	reviewed
P87288	Putative uncharacterized protein YDR327W	YDR327W				108	12,303	reviewed
P87266	Putative uncharacterized protein YDR413C	YDR413C				191	21,327	reviewed
P87270	Putative uncharacterized protein YDR442W	YDR442W				130	14,457	reviewed
Q8TGP5	Putative uncharacterized protein YDR464C-A	YDR464C-A				62	6,861	reviewed
Q04408	Uncharacterized protein YDR514C	YDR514C		852126;		483	55,490	reviewed
P0CL37	Putative UPF0479 protein YDR545C-A	YDR545C-A				159	18,437	reviewed
Q2V2P8	Uncharacterized protein YDR374W-A	YDR374W-A		3799971;		89	10,244	reviewed
A0A023PXH4	Putative uncharacterized membrane protein YAL026C-A	YAL026C-A				145	17,438	reviewed
Q3E793	Uncharacterized bolA-like protein YAL044W-A	YAL044W-A		851252;		110	12,537	reviewed
P39703	Putative uncharacterized protein YAL004W	YAL004W				215	23,740	reviewed
P39725	Putative uncharacterized protein YAL045C	YAL045C				102	11,648	reviewed
P39548	DUP240 protein YAR028W	YAR028W FUN56		851280;		234	26,458	reviewed
P40917	AP-1-like transcription factor YAP4 (Chromosome instability protein 5) (Transcription activator CIN5)	CIN5 HAL6 SDS15 YAP4 YOR028C OR26.18	CIN5	854193;		295	32,975	reviewed
P46683	Ankyrin repeat-containing protein YAR1	YAR1 YPL239W	YAR1	855837;		200	22,356	reviewed
Q6B113	Putative uncharacterized protein YBL107W-A	YBL107W-A				34	4,053	reviewed
Q12490	Transposon Ty1-BL Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	TY1B-BL YBLWTy1-1 POL YBL005W-B YBL004W-A YBL0325	TY1B-BL	852280;		1755	198,969	reviewed
Q3E762	Putative uncharacterized protein YBR230W-A	YBR230W-A		2777172;		66	7,615	reviewed
Q8TGU5	Uncharacterized protein YBR296C-A	YBR296C-A		1466451;		39	4,514	reviewed
P38296	Putative uncharacterized protein YBR178W	YBR178W YBR1240				124	14,440	reviewed
P38311	Putative uncharacterized protein YBR209W	YBR209W YBR1451				105	12,127	reviewed
P38318	Uncharacterized membrane protein YBR220C	YBR220C YBR1510		852521;		560	63,010	reviewed
P38355	Uncharacterized transporter YBR287W	YBR287W YBR2034		852590;		427	47,506	reviewed
P38142	Probable metabolite transport protein YBR241C	YBR241C YBR1625		852543;		488	53,526	reviewed
P38202	UPF0642 protein YBL028C	YBL028C YBL0423		852253;		106	12,401	reviewed
P38201	Uncharacterized protein YBL029W	YBL029W YBL0422		852252;		376	42,604	reviewed
P34220	Deoxyribonuclease Tat-D (EC 3.1.21.-)	YBL055C YBL0511 YBL0512		852225;		418	47,390	reviewed
P38188	Putative uncharacterized protein YBL065W	YBL065W YBL0502				114	13,830	reviewed
P38184	Putative uncharacterized protein YBL073W	YBL073W YBL0612				103	12,087	reviewed
P38168	Putative uncharacterized protein YBL100C	YBL100C YBL0826				104	11,250	reviewed
P38315	YAP1-binding protein 1 (Activator of YAP1)	YBP1 YBR216C YBR1505	YBP1	852517;		674	77,741	reviewed
Q96VH1	Putative uncharacterized protein YCR018C-A	YCR018C-A				84	9,467	reviewed
Q2V2Q2	Uncharacterized protein YCL048W-A	YCL048W-A		3799968;		79	7,798	reviewed
Q3E787	Putative uncharacterized protein YCR095W-A	YCR095W-A		3077354;		52	6,297	reviewed
P25384	Transposon Ty2-C Gag-Pol polyprotein (TY2A-TY2B) (Transposon Ty2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA); Ty2 protease (PR) (EC 3.4.23.-); Integrase (IN); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4)]	TY2B-C YCLWTy2-1 POL YCL019W YCL19W	TY2B-C	850340;		1770	202,096	reviewed
P37264	Putative uncharacterized protein YCL065W	YCL065W YCL65W				122	14,351	reviewed
P25350	Putative uncharacterized protein YCR006C	YCR006C YCR044 YCR6C				157	18,291	reviewed
P25614	Putative uncharacterized protein YCR013C	YCR013C YCR13C				215	22,780	reviewed
P37265	Uncharacterized protein YCR041W	YCR041W YCR41W		850408;		110	12,887	reviewed
A0A023PZ99	Putative uncharacterized protein YDR008C	YDR008C				116	12,837	reviewed
Q12264	Putative uncharacterized protein YDL023C	YDL023C				106	11,431	reviewed
Q03205	Uncharacterized protein YDR042C	YDR042C YD6888.04c		851612;		200	23,249	reviewed
Q12298	Uncharacterized ABC transporter ATP-binding protein YDR061W	YDR061W D4241		851633;		539	61,191	reviewed
Q12103	Putative lipase YDL109C (EC 3.1.-.-)	YDL109C D2325		851449;		647	72,856	reviewed
Q07541	Uncharacterized protein YDL121C	YDL121C		851436;		149	16,947	reviewed
Q99231	Transposon Ty1-DR3 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	TY1B-DR3 YDRCTy1-2 POL YDR210C-D YD8142B.01	TY1B-DR3	851794;		1755	198,839	reviewed
Q12082	Uncharacterized protein YDL157C, mitochondrial	YDL157C D1533		851398;		118	13,563	reviewed
P0C5E0	Putative uncharacterized protein YDR193W	YDR193W				132	13,746	reviewed
A0A023PXI4	Putative uncharacterized protein YDR203W	YDR203W				105	11,607	reviewed
Q00590	Putative uncharacterized protein YDL213W-A	YDL213W-A D1019				100	10,972	reviewed
Q07658	Putative uncharacterized protein YDL228C	YDL228C				213	24,163	reviewed
P0C5L8	Putative uncharacterized protein YDL240C-A	YDL240C-A				45	5,643	reviewed
Q03787	Uncharacterized protein YDR249C	YDR249C		851836;		373	43,790	reviewed
Q05530	Glutaredoxin-like protein YDR286C	YDR286C		851880;		114	13,422	reviewed
P87285	Putative uncharacterized protein YDR355C	YDR355C				100	10,628	reviewed
O13522	Putative uncharacterized protein YDR396W	YDR396W				166	18,197	reviewed
O13523	Putative uncharacterized protein YDR401W	YDR401W				187	20,862	reviewed
P87261	Putative uncharacterized protein YDR537C	YDR537C				201	21,658	reviewed
Q8TGP9	Putative uncharacterized protein YDL159C-B	YDL159C-B				58	6,409	reviewed
P0C5M4	Putative uncharacterized protein YDL185C-A	YDL185C-A				75	9,337	reviewed
Q12187	Putative uncharacterized protein YDL196W	YDL196W D1224				109	12,905	reviewed
Q04925	SVF1-like protein YDR222W	YDR222W		851808;		415	47,414	reviewed
A0A023PZF5	Putative uncharacterized protein YER046W-A	YER046W-A				109	12,723	reviewed
Q3E7B0	Uncharacterized protein YER053C-A	YER053C-A		856780;		37	4,459	reviewed
P0CX16	Putative uncharacterized protein YEL076C-A	YEL076C-A		851185;856632;		216	24,171	reviewed
P87191	Putative uncharacterized protein YER119C-A	YER119C-A				123	14,098	reviewed
A0A023PZG5	Putative uncharacterized protein YER137W-A	YER137W-A				101	11,524	reviewed
Q8TGR3	Putative uncharacterized protein YER158W-A	YER158W-A				71	8,775	reviewed
P39999	Uncharacterized protein YEL014C	YEL014C				101	12,209	reviewed
P39992	Uncharacterized protein YEL023C	YEL023C		856690;		682	78,319	reviewed
P39989	Putative uncharacterized protein YEL028W	YEL028W				153	17,360	reviewed
P32618	Uncharacterized protein YEL043W	YEL043W SYGP-ORF14		856668;		956	106,133	reviewed
P39972	Uncharacterized protein YEL075C	YEL075C		856634;		122	13,994	reviewed
P40083	Uncharacterized protein YEL137C	YER137C		856877;		148	16,603	reviewed
P10356	Uncharacterized protein YER152C	YER152C		856896;		443	49,490	reviewed
P0C5N0	Uncharacterized protein YFR010W-A	YFR010W-A				62	7,345	reviewed
