Entry	Protein names	Gene names	Gene names  (primary )	Cross-reference (GeneID)	Cross-reference (Ensembl)	Length	Mass	Status
P11388	DNA topoisomerase 2-alpha (EC 5.99.1.3) (DNA topoisomerase II, alpha isozyme)	TOP2A TOP2	TOP2A	7153;	ENST00000423485;	1531	174,385	reviewed
Q02880	DNA topoisomerase 2-beta (EC 5.99.1.3) (DNA topoisomerase II, beta isozyme)	TOP2B	TOP2B	7155;	ENST00000264331;ENST00000435706;	1626	183,267	reviewed
O95985	DNA topoisomerase 3-beta-1 (EC 5.99.1.2) (DNA topoisomerase III beta-1)	TOP3B TOP3B1	TOP3B	8940;	ENST00000357179;ENST00000398793;	862	96,662	reviewed
O14657	Torsin-1B (Torsin ATPase-1B) (EC 3.6.4.-) (Torsin family 1 member B)	TOR1B DQ1 FKSG18	TOR1B	27348;	ENST00000259339;	336	37,979	reviewed
O75365	Protein tyrosine phosphatase type IVA 3 (EC 3.1.3.48) (PRL-R) (Protein-tyrosine phosphatase 4a3) (Protein-tyrosine phosphatase of regenerating liver 3) (PRL-3)	PTP4A3 PRL3	PTP4A3	11156;	ENST00000329397;ENST00000349124;ENST00000520105;ENST00000521578;ENST00000614325;ENST00000622569;ENST00000633518;ENST00000633621;	173	19,535	reviewed
Q7Z392	Trafficking protein particle complex subunit 11	TRAPPC11 C4orf41	TRAPPC11	60684;	ENST00000334690;ENST00000357207;	1133	128,881	reviewed
A5PLN9	Trafficking protein particle complex subunit 13	TRAPPC13 C5orf44	TRAPPC13	80006;	ENST00000231526;ENST00000399438;ENST00000438419;ENST00000505553;	417	46,524	reviewed
Q9UL33	Trafficking protein particle complex subunit 2-like protein	TRAPPC2L HSPC126	TRAPPC2L	51693;	ENST00000301021;	140	16,146	reviewed
O75865	Trafficking protein particle complex subunit 6A (TRAPP complex subunit 6A)	TRAPPC6A HSPC289	TRAPPC6A	79090;	ENST00000006275;ENST00000585934;ENST00000588062;ENST00000592647;	159	17,605	reviewed
Q68CL5	Tubulin polyglutamylase complex subunit 2 (PGs2)	TPGS2 C18orf10 HMFN0601 L17	TPGS2	25941;	ENST00000334295;ENST00000383056;ENST00000589049;ENST00000590842;ENST00000593035;	300	33,318	reviewed
P17752	Tryptophan 5-hydroxylase 1 (EC 1.14.16.4) (Tryptophan 5-monooxygenase 1)	TPH1 TPH TPRH TRPH	TPH1	7166;	ENST00000250018;	444	50,985	reviewed
P60174	Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Triose-phosphate isomerase)	TPI1 TPI	TPI1	7167;	ENST00000229270;ENST00000396705;ENST00000488464;ENST00000535434;ENST00000613953;	286	30,791	reviewed
P48307	Tissue factor pathway inhibitor 2 (TFPI-2) (Placental protein 5) (PP5)	TFPI2	TFPI2	7980;	ENST00000222543;	235	26,934	reviewed
Q9UP52	Transferrin receptor protein 2 (TfR2)	TFR2	TFR2	7036;	ENST00000223051;ENST00000462107;	801	88,755	reviewed
Q03167	Transforming growth factor beta receptor type 3 (TGF-beta receptor type 3) (TGFR-3) (Betaglycan) (Transforming growth factor beta receptor III) (TGF-beta receptor type III)	TGFBR3	TGFBR3	7049;	ENST00000212355;ENST00000370399;ENST00000465892;ENST00000525962;	851	93,499	reviewed
Q8WUH2	Transforming growth factor-beta receptor-associated protein 1 (TGF-beta receptor-associated protein 1) (TRAP-1) (TRAP1)	TGFBRAP1	TGFBRAP1	9392;	ENST00000258449;ENST00000393359;ENST00000595531;	860	97,158	reviewed
P10600	Transforming growth factor beta-3 (TGF-beta-3) [Cleaved into: Latency-associated peptide (LAP)]	TGFB3	TGFB3	7043;	ENST00000238682;ENST00000556285;	412	47,328	reviewed
P21980	Protein-glutamine gamma-glutamyltransferase 2 (EC 2.3.2.13) (Tissue transglutaminase) (Transglutaminase C) (TG(C)) (TGC) (TGase C) (Transglutaminase H) (TGase H) (Transglutaminase-2) (TGase-2)	TGM2	TGM2	7052;	ENST00000361475;	687	77,329	reviewed
Q6YHU6	Thyroid adenoma-associated protein (Gene inducing thyroid adenomas protein)	THADA GITA KIAA1767	THADA	63892;	ENST00000402360;ENST00000404790;ENST00000405006;ENST00000405975;	1953	219,607	reviewed
Q9NVV9	THAP domain-containing protein 1	THAP1	THAP1	55145;	ENST00000254250;ENST00000345117;	213	24,944	reviewed
P05543	Thyroxine-binding globulin (Serpin A7) (T4-binding globulin)	SERPINA7 TBG	SERPINA7	6906;	ENST00000327674;ENST00000372563;	415	46,325	reviewed
Q9BWD1	Acetyl-CoA acetyltransferase, cytosolic (EC 2.3.1.9) (Acetyl-CoA transferase-like protein) (Cytosolic acetoacetyl-CoA thiolase)	ACAT2 ACTL	ACAT2	39;	ENST00000367048;	397	41,351	reviewed
P42765	3-ketoacyl-CoA thiolase, mitochondrial (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase) (Mitochondrial 3-oxoacyl-CoA thiolase) (T1)	ACAA2	ACAA2	10449;	ENST00000285093;	397	41,924	reviewed
Q96J01	THO complex subunit 3 (Tho3) (TEX1 homolog) (hTREX45)	THOC3	THOC3	84321;	ENST00000265097;ENST00000513482;	351	38,772	reviewed
Q86V81	THO complex subunit 4 (Tho4) (Ally of AML-1 and LEF-1) (Aly/REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing factor BEF)	ALYREF ALY BEF THOC4	ALYREF	10189;	ENST00000331204;	257	26,888	reviewed
Q6I9Y2	THO complex subunit 7 homolog (Functional spliceosome-associated protein 24) (fSAP24) (Ngg1-interacting factor 3-like protein 1-binding protein 1) (NIF3L1-binding protein 1) (hTREX30)	THOC7 NIF3L1BP1	THOC7	80145;	ENST00000295899;	204	23,743	reviewed
Q9NS62	Thrombospondin type-1 domain-containing protein 1 (Transmembrane molecule with thrombospondin module)	THSD1 TMTSP UNQ3010/PRO9769	THSD1	55901;	ENST00000258613;ENST00000349258;	852	94,584	reviewed
Q92563	Testican-2 (SPARC/osteonectin, CWCV, and Kazal-like domains proteoglycan 2)	SPOCK2 KIAA0275 TICN2 UNQ269/PRO306	SPOCK2	9806;	ENST00000317376;ENST00000373109;ENST00000412663;	424	46,779	reviewed
Q96CG3	TRAF-interacting protein with FHA domain-containing protein A (Putative MAPK-activating protein PM14) (Putative NF-kappa-B-activating protein 20) (TRAF2-binding protein)	TIFA T2BP	TIFA	92610;	ENST00000361717;ENST00000500655;	184	21,445	reviewed
Q96MW7	Tigger transposable element-derived protein 1	TIGD1	TIGD1	200765;	ENST00000408957;	591	67,299	reviewed
Q9Y5J7	Mitochondrial import inner membrane translocase subunit Tim9	TIMM9 TIM9 TIM9A TIMM9A	TIMM9	26520;	ENST00000395159;ENST00000555061;ENST00000555404;ENST00000555593;	89	10,378	reviewed
Q9BVW5	TIMELESS-interacting protein	TIPIN	TIPIN	54962;	ENST00000261881;	301	34,555	reviewed
P51854	Transketolase-like protein 1 (EC 2.2.1.1) (Transketolase 2) (TK 2) (Transketolase-related protein)	TKTL1 TKR TKT2	TKTL1	8277;	ENST00000369912;ENST00000369915;	596	65,333	reviewed
A0PJX2	TLD domain-containing protein 2 (TBC/LysM-associated domain-containing protein 2)	TLDC2	TLDC2	140711;	ENST00000217320;ENST00000602922;	215	23,912	reviewed
Q04725	Transducin-like enhancer protein 2 (Enhancer of split groucho-like protein 2) (ESG2)	TLE2	TLE2	7089;	ENST00000262953;ENST00000426948;ENST00000443826;ENST00000455444;ENST00000591529;	743	79,841	reviewed
Q9BXR5	Toll-like receptor 10 (CD antigen CD290)	TLR10 UNQ315/PRO358	TLR10	81793;	ENST00000308973;ENST00000361424;ENST00000506111;ENST00000508334;ENST00000613579;ENST00000622002;	811	94,564	reviewed
Q15399	Toll-like receptor 1 (Toll/interleukin-1 receptor-like protein) (TIL) (CD antigen CD281)	TLR1 KIAA0012	TLR1	7096;	ENST00000308979;ENST00000502213;	786	90,291	reviewed
P0CAT3	Putative TLX1 neighbor protein (TLX1 divergent gene protein)	TLX1NB TDI	TLX1NB			122	13,375	reviewed
A0AVI4	E3 ubiquitin-protein ligase TM129 (EC 6.3.2.-)	TMEM129	TMEM129	92305;	ENST00000303277;ENST00000382936;ENST00000536901;	362	40,464	reviewed
Q9H6X4	Transmembrane protein 134	TMEM134	TMEM134	80194;	ENST00000308022;ENST00000393877;ENST00000545682;	195	21,586	reviewed
Q86UB9	Transmembrane protein 135 (Peroxisomal membrane protein 52) (PMP52)	TMEM135	TMEM135	65084;	ENST00000305494;ENST00000340353;	458	52,291	reviewed
Q5U3C3	Transmembrane protein 164	TMEM164	TMEM164	84187;	ENST00000372068;ENST00000372072;ENST00000372073;	297	33,508	reviewed
Q9H0V1	Transmembrane protein 168	TMEM168	TMEM168	64418;	ENST00000312814;ENST00000447395;ENST00000454074;	697	79,755	reviewed
Q8WZ59	Transmembrane protein 190	TMEM190 MDAC1	TMEM190	147744;	ENST00000291934;	177	19,457	reviewed
A2RU14	Transmembrane protein 218	TMEM218	TMEM218	219854;	ENST00000279968;ENST00000526175;ENST00000527271;ENST00000527766;ENST00000529583;ENST00000531909;ENST00000532407;	115	12,459	reviewed
Q6QAJ8	Transmembrane protein 220	TMEM220	TMEM220	388335;	ENST00000341871;ENST00000455996;	160	17,754	reviewed
B4DJY2	Transmembrane protein 233 (Dispanin subfamily B member 2) (DSPB2) (Interferon-induced transmembrane domain-containing protein D2)	TMEM233 IFITMD2	TMEM233	387890;	ENST00000426426;	109	12,074	reviewed
Q96Q45	Transmembrane protein 237 (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 4 protein)	TMEM237 ALS2CR4	TMEM237	65062;	ENST00000409444;ENST00000409883;	408	45,526	reviewed
Q2M3C6	Transmembrane protein 266	TMEM266 C15orf27	TMEM266	123591;	ENST00000388942;	531	58,444	reviewed
Q9BRN9	TM2 domain-containing protein 3 (Beta-amyloid-binding protein-like protein 2) (BBP-like protein 2)	TM2D3 BLP2	TM2D3	80213;	ENST00000333202;ENST00000347970;	247	27,118	reviewed
Q5BJD5	Transmembrane protein 41B	TMEM41B KIAA0033	TMEM41B	440026;	ENST00000299596;ENST00000524543;ENST00000528080;ENST00000533723;ENST00000611268;	291	32,513	reviewed
Q8N4L2	Type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase (Type 2 PtdIns-4,5-P2 4-Ptase) (EC 3.1.3.78) (PtdIns-4,5-P2 4-Ptase II) (Transmembrane protein 55A)	TMEM55A	TMEM55A	55529;	ENST00000285419;	257	28,081	reviewed
Q9BZW5	Transmembrane 6 superfamily member 1	TM6SF1	TM6SF1	53346;	ENST00000322019;ENST00000565774;	370	41,636	reviewed
Q9NS93	Transmembrane 7 superfamily member 3 (Seven span transmembrane protein)	TM7SF3	TM7SF3	51768;	ENST00000343028;	570	64,166	reviewed
Q96EY4	Translation machinery-associated protein 16	TMA16 C4orf43	TMA16	55319;	ENST00000358572;	203	23,864	reviewed
Q9Y2S6	Translation machinery-associated protein 7 (Coiled-coil domain-containing protein 72)	TMA7 CCDC72 HSPC016 HSPC330	TMA7	51372;	ENST00000438607;	64	7,066	reviewed
Q7Z404	Transmembrane channel-like protein 4	TMC4	TMC4	147798;	ENST00000301187;ENST00000376591;ENST00000416963;ENST00000612712;ENST00000613354;ENST00000616323;ENST00000618950;ENST00000619470;ENST00000620520;ENST00000621671;ENST00000622368;	712	79,208	reviewed
Q8N6Q1	Transmembrane and coiled-coil domain-containing protein 5A	TMCO5A TMCO5	TMCO5A	145942;	ENST00000319669;ENST00000559502;	288	34,174	reviewed
Q7Z402	Transmembrane channel-like protein 7	TMC7	TMC7	79905;	ENST00000304381;ENST00000421369;	723	83,502	reviewed
Q9Y3Q3	Transmembrane emp24 domain-containing protein 3 (Membrane protein p24B) (p24 family protein gamma-4) (p24gamma4) (p26)	TMED3 C15orf22 UNQ5357/PRO1078	TMED3	23423;	ENST00000299705;ENST00000424155;	217	24,777	reviewed
Q9Y3A6	Transmembrane emp24 domain-containing protein 5 (p24 family protein gamma-2) (p24gamma2) (p28)	TMED5 CGI-100 UNQ397/PRO733	TMED5	50999;	ENST00000370282;ENST00000479918;	229	26,005	reviewed
O14669	Transmembrane gamma-carboxyglutamic acid protein 2 (Proline-rich gamma-carboxyglutamic acid protein 2) (Proline-rich Gla protein 2)	PRRG2 PRGP2 TMG2	PRRG2	5639;	ENST00000246794;	202	22,393	reviewed
Q9BZD7	Transmembrane gamma-carboxyglutamic acid protein 3 (Proline-rich gamma-carboxyglutamic acid protein 3) (Proline-rich Gla protein 3)	PRRG3 PRGP3 TMG3	PRRG3	79057;	ENST00000370353;ENST00000538575;	231	25,875	reviewed
Q9HBJ8	Collectrin (Transmembrane protein 27)	TMEM27 UNQ679/PRO1312	TMEM27	57393;	ENST00000380342;	222	25,235	reviewed
Q53FP2	Transmembrane protein 35	TMEM35	TMEM35	59353;	ENST00000372930;	167	18,440	reviewed
Q2T9K0	Transmembrane protein 44	TMEM44	TMEM44	93109;	ENST00000347147;ENST00000381975;ENST00000392432;ENST00000473092;	475	52,201	reviewed
Q969K7	Transmembrane protein 54 (Beta-casein-like protein) (Protein CAC-1)	TMEM54 BCLP CAC1	TMEM54	113452;	ENST00000329151;ENST00000373463;	222	23,772	reviewed
Q9BXS4	Transmembrane protein 59 (Liver membrane-bound protein)	TMEM59 C1orf8 HSPC001 UNQ169/PRO195	TMEM59	9528;	ENST00000234831;	323	36,223	reviewed
Q6PEY1	Transmembrane protein 88	TMEM88 TMEM88A	TMEM88	92162;	ENST00000301599;	159	17,251	reviewed
Q8IUR5	Transmembrane and TPR repeat-containing protein 1	TMTC1 ARG99	TMTC1	83857;	ENST00000256062;ENST00000539277;	882	98,847	reviewed
Q9Y320	Thioredoxin-related transmembrane protein 2 (Cell proliferation-inducing gene 26 protein) (Thioredoxin domain-containing protein 14)	TMX2 TXNDC14 CGI-31 My009 PIG26 PSEC0045 UNQ237/PRO270	TMX2	51075;	ENST00000278422;ENST00000378312;	296	34,038	reviewed
O95407	Tumor necrosis factor receptor superfamily member 6B (Decoy receptor 3) (DcR3) (Decoy receptor for Fas ligand) (M68)	TNFRSF6B DCR3 TR6 UNQ186/PRO212	TNFRSF6B	8771;	ENST00000369996;	300	32,680	reviewed
Q8NFZ5	TNFAIP3-interacting protein 2 (A20-binding inhibitor of NF-kappa-B activation 2) (ABIN-2) (Fetal liver LKB1-interacting protein)	TNIP2 ABIN2 FLIP1	TNIP2	79155;	ENST00000315423;ENST00000510267;	429	48,700	reviewed
Q92956	Tumor necrosis factor receptor superfamily member 14 (Herpes virus entry mediator A) (Herpesvirus entry mediator A) (HveA) (Tumor necrosis factor receptor-like 2) (TR2) (CD antigen CD270)	TNFRSF14 HVEA HVEM UNQ329/PRO509	TNFRSF14	8764;	ENST00000355716;ENST00000621877;	283	30,392	reviewed
Q02223	Tumor necrosis factor receptor superfamily member 17 (B-cell maturation protein) (CD antigen CD269)	TNFRSF17 BCM BCMA	TNFRSF17	608;	ENST00000053243;ENST00000396495;	184	20,165	reviewed
P25445	Tumor necrosis factor receptor superfamily member 6 (Apo-1 antigen) (Apoptosis-mediating surface antigen FAS) (FASLG receptor) (CD antigen CD95)	FAS APT1 FAS1 TNFRSF6	FAS	355;	ENST00000355279;ENST00000355740;ENST00000357339;ENST00000479522;ENST00000484444;ENST00000488877;ENST00000492756;ENST00000494410;	335	37,732	reviewed
Q63HR2	Tensin-2 (EC 3.1.3.-) (C1 domain-containing phosphatase and tensin homolog) (C1-TEN) (Tensin-like C1 domain-containing phosphatase)	TNS2 KIAA1075 TENC1	TNS2	23371;	ENST00000314250;ENST00000314276;ENST00000379902;ENST00000546602;ENST00000552570;	1409	152,580	reviewed
Q9H0E2	Toll-interacting protein	TOLLIP	TOLLIP	54472;	ENST00000317204;ENST00000527886;	274	30,282	reviewed
Q9NS69	Mitochondrial import receptor subunit TOM22 homolog (hTom22) (1C9-2) (Translocase of outer membrane 22 kDa subunit homolog)	TOMM22 TOM22	TOMM22	56993;	ENST00000216034;	142	15,522	reviewed
Q8WZ04	Transmembrane O-methyltransferase (EC 2.1.1.6) (Catechol O-methyltransferase 2) (Protein LRTOMT2)	LRTOMT COMT2 TOMT PP7517	LRTOMT	220074;	ENST00000307198;ENST00000435085;	291	32,155	reviewed
Q13472	DNA topoisomerase 3-alpha (EC 5.99.1.2) (DNA topoisomerase III alpha)	TOP3A TOP3	TOP3A	7156;	ENST00000321105;ENST00000542570;ENST00000580095;	1001	112,372	reviewed
Q8N2E6	Prosalusin (Torsin family 2 member A) (Torsin-2A) [Cleaved into: Salusin-alpha; Salusin-beta]	TOR2A HEMBA1005096 PSEC0218	TOR2A	27433;	ENST00000336067;	242	26,262	reviewed
O15405	TOX high mobility group box family member 3 (CAG trinucleotide repeat-containing gene F9 protein) (Trinucleotide repeat-containing gene 9 protein)	TOX3 CAGF9 TNRC9	TOX3	27324;	ENST00000219746;ENST00000407228;	576	63,342	reviewed
Q9HC21	Mitochondrial thiamine pyrophosphate carrier (Mitochondrial uncoupling protein 1) (Solute carrier family 25 member 19)	SLC25A19 DNC MUP1	SLC25A19	60386;	ENST00000320362;ENST00000375261;ENST00000402418;ENST00000416858;ENST00000442286;ENST00000580994;	320	35,511	reviewed
Q9HCN2	p53-regulated apoptosis-inducing protein 1 (p53AIP1)	TP53AIP1	TP53AIP1	63970;	ENST00000458238;ENST00000527504;ENST00000530777;ENST00000531399;ENST00000602346;ENST00000621818;	124	12,935	reviewed
P67936	Tropomyosin alpha-4 chain (TM30p1) (Tropomyosin-4)	TPM4	TPM4	7171;	ENST00000300933;ENST00000344824;	248	28,522	reviewed
P51580	Thiopurine S-methyltransferase (EC 2.1.1.67) (Thiopurine methyltransferase)	TPMT	TPMT	7172;	ENST00000309983;	245	28,180	reviewed
Q4KMQ1	Taperin	TPRN C9orf75	TPRN	286262;	ENST00000409012;	711	75,556	reviewed
P12270	Nucleoprotein TPR (Megator) (NPC-associated intranuclear protein) (Translocated promoter region protein)	TPR	TPR	7175;	ENST00000367478;ENST00000613151;	2363	267,293	reviewed
O14763	Tumor necrosis factor receptor superfamily member 10B (Death receptor 5) (TNF-related apoptosis-inducing ligand receptor 2) (TRAIL receptor 2) (TRAIL-R2) (CD antigen CD262)	TNFRSF10B DR5 KILLER TRAILR2 TRICK2 ZTNFR9 UNQ160/PRO186	TNFRSF10B	8795;	ENST00000276431;ENST00000347739;	440	47,878	reviewed
Q969Z4	Tumor necrosis factor receptor superfamily member 19L (Receptor expressed in lymphoid tissues)	RELT TNFRSF19L	RELT	84957;	ENST00000064780;ENST00000393580;	430	46,092	reviewed
Q15629	Translocating chain-associated membrane protein 1	TRAM1 TRAM	TRAM1	23471;	ENST00000262213;	374	43,072	reviewed
P00734	Prothrombin (EC 3.4.21.5) (Coagulation factor II) [Cleaved into: Activation peptide fragment 1; Activation peptide fragment 2; Thrombin light chain; Thrombin heavy chain]	F2	F2	2147;	ENST00000311907;	622	70,037	reviewed
P25325	3-mercaptopyruvate sulfurtransferase (MST) (EC 2.8.1.2)	MPST TST2	MPST	4357;	ENST00000341116;ENST00000397225;ENST00000401419;ENST00000404802;ENST00000429360;	297	33,178	reviewed
Q9NXG2	THUMP domain-containing protein 1	THUMPD1	THUMPD1	55623;	ENST00000381337;ENST00000396083;	353	39,315	reviewed
Q86V40	Metalloprotease TIKI1 (EC 3.4.-.-) (TRAB domain-containing protein 2A)	TRABD2A C2orf89 TIKI1	TRABD2A	129293;	ENST00000335459;ENST00000409520;	505	57,676	reviewed
Q9Y584	Mitochondrial import inner membrane translocase subunit Tim22 (Testis-expressed sequence 4)	TIMM22 TEX4 TIM22	TIMM22	29928;	ENST00000327158;ENST00000613269;ENST00000617832;	194	20,031	reviewed
P35625	Metalloproteinase inhibitor 3 (Protein MIG-5) (Tissue inhibitor of metalloproteinases 3) (TIMP-3)	TIMP3	TIMP3	7078;	ENST00000266085;	211	24,145	reviewed
Q8TB96	T-cell immunomodulatory protein (Protein TIP) (Integrin-alpha FG-GAP repeat-containing protein 1) (Linkin)	ITFG1 LNKN-1 TIP CDA08	ITFG1	81533;	ENST00000320640;	612	68,108	reviewed
P58753	Toll/interleukin-1 receptor domain-containing adapter protein (TIR domain-containing adapter protein) (Adaptor protein Wyatt) (MyD88 adapter-like protein) (MyD88-2)	TIRAP MAL	TIRAP	114609;	ENST00000392678;ENST00000392679;ENST00000392680;ENST00000479770;	221	23,883	reviewed
Q8WZ42	Titin (EC 2.7.11.1) (Connectin) (Rhabdomyosarcoma antigen MU-RMS-40.14)	TTN	TTN	7273;	ENST00000342992;ENST00000359218;ENST00000360870;ENST00000460472;ENST00000591111;ENST00000615779;	34350	3,816,030	reviewed
Q5JTD0	Tight junction-associated protein 1 (Protein incorporated later into tight junctions) (Tight junction protein 4)	TJAP1 PILT TJP4	TJAP1	93643;	ENST00000259751;ENST00000372444;ENST00000372445;ENST00000372449;ENST00000372452;ENST00000436109;ENST00000438588;ENST00000612912;	557	61,821	reviewed
Q9H0I9	Transketolase-like protein 2 (EC 2.2.1.1)	TKTL2	TKTL2	84076;	ENST00000280605;	626	67,877	reviewed
Q96CP7	Calfacilitin (TLC domain-containing protein 1)	TLCD1	TLCD1	116238;	ENST00000292090;ENST00000394933;	247	28,548	reviewed
Q9UKI8	Serine/threonine-protein kinase tousled-like 1 (EC 2.7.11.1) (PKU-beta) (Tousled-like kinase 1)	TLK1 KIAA0137	TLK1	9874;	ENST00000360843;ENST00000431350;ENST00000434911;ENST00000521943;	766	86,700	reviewed
O43897	Tolloid-like protein 1 (EC 3.4.24.-)	TLL1 TLL	TLL1	7092;	ENST00000061240;ENST00000513213;	1013	114,709	reviewed
O60603	Toll-like receptor 2 (Toll/interleukin-1 receptor-like protein 4) (CD antigen CD282)	TLR2 TIL4	TLR2	7097;	ENST00000260010;	784	89,838	reviewed
O60602	Toll-like receptor 5 (Toll/interleukin-1 receptor-like protein 3)	TLR5 TIL3	TLR5	7100;	ENST00000366881;ENST00000540964;	858	97,834	reviewed
Q9Y2C9	Toll-like receptor 6 (CD antigen CD286)	TLR6	TLR6	10333;	ENST00000381950;ENST00000436693;ENST00000610323;	796	91,880	reviewed
Q12893	Transmembrane protein 115 (Placental protein 6) (Protein PL6)	TMEM115 PL6 LUCA11.2	TMEM115	11070;	ENST00000266025;	351	38,197	reviewed
Q4V9L6	Transmembrane protein 119 (Osteoblast induction factor) (OBIF)	TMEM119 PSEC0199 UNQ731/PRO1415	TMEM119	338773;	ENST00000392806;	283	29,203	reviewed
Q6ZWK6	Transmembrane protease serine 11F (EC 3.4.21.-) (Airway trypsin-like protease 4)	TMPRSS11F HATL4	TMPRSS11F	389208;	ENST00000356291;	438	49,410	reviewed
Q9Y6G1	Transmembrane protein 14A	TMEM14A C6orf73 PTD011	TMEM14A	28978;	ENST00000211314;	99	10,712	reviewed
Q8N614	Transmembrane protein 156	TMEM156	TMEM156	80008;	ENST00000381938;	296	34,323	reviewed
Q8N511	Transmembrane protein 199	TMEM199 C17orf32	TMEM199	147007;	ENST00000292114;	208	23,130	reviewed
O75674	TOM1-like protein 1 (Src-activating and signaling molecule protein) (Target of Myb-like protein 1)	TOM1L1 SRCASM	TOM1L1	10040;	ENST00000348161;ENST00000536554;ENST00000570371;ENST00000575333;ENST00000575882;	476	52,989	reviewed
Q969S6	Transmembrane protein 203	TMEM203	TMEM203	94107;	ENST00000343666;	136	15,760	reviewed
Q86XT9	Insulin-like growth factor-binding protein 3 receptor (IGFBP-3R) (Transmembrane protein 219)	TMEM219	TMEM219	124446;	ENST00000279396;ENST00000414689;ENST00000561899;ENST00000566848;	240	25,724	reviewed
A6NGB7	Transmembrane protein 221	TMEM221	TMEM221	100130519;	ENST00000341130;	291	30,293	reviewed
C9JQI7	Transmembrane protein 232	TMEM232	TMEM232	642987;	ENST00000455884;	657	76,453	reviewed
Q8WW34	Transmembrane protein 239	TMEM239	TMEM239	100288797;	ENST00000361033;ENST00000380585;	195	21,842	reviewed
Q9BU79	Transmembrane protein 243	TMEM243 C7orf23	TMEM243	79161;	ENST00000257637;ENST00000433078;	118	13,391	reviewed
A6NEH6	Transmembrane protein 247	TMEM247	TMEM247	388946;	ENST00000434431;	219	25,168	reviewed
P61165	Transmembrane protein 258	TMEM258 C11orf10 HSPC005	TMEM258	746;	ENST00000257262;ENST00000537328;	79	9,079	reviewed
Q96GE9	Transmembrane protein 261	TMEM261 C9orf123	TMEM261	90871;	ENST00000358227;	116	12,257	reviewed
Q9NVV0	Trimeric intracellular cation channel type B (TRIC-B) (TRICB) (Transmembrane protein 38B)	TMEM38B C9orf87	TMEM38B	55151;	ENST00000374692;	291	32,510	reviewed
Q9NWC5	Transmembrane protein 45A (DNA polymerase-transactivated protein 4) (Dermal papilla-derived protein 7)	TMEM45A DERP7 DNAPTP4	TMEM45A	55076;	ENST00000323523;	275	31,680	reviewed
Q96B21	Transmembrane protein 45B	TMEM45B	TMEM45B	120224;	ENST00000281441;ENST00000524567;	275	31,826	reviewed
O95807	Transmembrane protein 50A (Small membrane protein 1)	TMEM50A SMP1 UNQ386/PRO718	TMEM50A	23585;	ENST00000374358;	157	17,400	reviewed
Q8NBN3	Transmembrane protein 87A	TMEM87A PSEC0094	TMEM87A	25963;	ENST00000307216;ENST00000389834;ENST00000448392;	555	63,430	reviewed
Q99805	Transmembrane 9 superfamily member 2 (p76)	TM9SF2	TM9SF2	9375;	ENST00000376387;	663	75,776	reviewed
Q9UM00	Transmembrane and coiled-coil domain-containing protein 1 (Transmembrane and coiled-coil domains protein 4) (Xenogeneic cross-immune protein PCIA3)	TMCO1 TMCC4 PNAS-10 PNAS-136 UNQ151/PRO177	TMCO1	54499;	ENST00000392129;	188	21,175	reviewed
Q9P0T7	Transmembrane protein 9 (Dermal papilla-derived protein 4)	TMEM9 DERP4 TMEM9A HSPC186 PSEC0012 UNQ631/PRO1248	TMEM9	252839;	ENST00000367330;ENST00000367333;ENST00000367334;ENST00000485839;	183	20,574	reviewed
O14668	Transmembrane gamma-carboxyglutamic acid protein 1 (Proline-rich gamma-carboxyglutamic acid protein 1) (Proline-rich Gla protein 1)	PRRG1 PRGP1 TMG1	PRRG1	5638;	ENST00000378628;ENST00000449135;ENST00000463135;ENST00000542554;ENST00000543642;	218	24,947	reviewed
P17152	Transmembrane protein 11, mitochondrial (Protein PM1) (Protein PMI)	TMEM11 C17orf35 PM1	TMEM11	8834;	ENST00000317635;	192	21,541	reviewed
Q0P6H9	Transmembrane protein 62	TMEM62	TMEM62	80021;	ENST00000260403;	643	73,133	reviewed
Q6PI78	Transmembrane protein 65	TMEM65	TMEM65	157378;	ENST00000297632;	240	25,498	reviewed
Q9BUB7	Transmembrane protein 70, mitochondrial	TMEM70	TMEM70	54968;	ENST00000312184;ENST00000517439;	260	28,969	reviewed
Q9BSE2	Transmembrane protein 79 (Mattrin)	TMEM79 MATT	TMEM79	84283;	ENST00000295694;ENST00000405535;	394	43,520	reviewed
Q96N35	Putative uncharacterized protein encoded by LINC00052 (Putative transmembrane protein 83)	LINC00052 NCRNA00052 TMEM83	LINC00052			136	15,076	reviewed
Q9NQ34	Transmembrane protein 9B	TMEM9B C11orf15 UNQ712/PRO1375	TMEM9B	56674;	ENST00000309134;ENST00000525069;ENST00000534025;	198	22,531	reviewed
Q9BVT8	Transmembrane and ubiquitin-like domain-containing protein 1 (Dendritic cell-derived ubiquitin-like protein) (DULP) (Hepatocyte odd protein shuttling protein) (Ubiquitin-like protein SB144) [Cleaved into: iHOPS]	TMUB1 C7orf21 DULP HOPS SB144 UNQ763/PRO1555	TMUB1	83590;	ENST00000297533;ENST00000392818;ENST00000462940;ENST00000476627;ENST00000482202;	246	26,261	reviewed
